zinc_id,smiles
ZINC000019361042,Cc1cccc(CN2CCN([C@H](c3ccccc3)c3ccc(Cl)cc3)CC2)c1
ZINC000006021043,CN[C@@H](C)Cc1ccccc1
ZINC000006094354,O=C1c2cccc3c2[C@@H](CCC3)CN1[C@@H]1CN2CCC1CC2
ZINC000000004785,NC(=O)N1c2ccccc2C=Cc2ccccc21
ZINC000019364242,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O
ZINC000019419017,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O
ZINC000019594599,Clc1ccccc1CN1CCc2sccc2C1
ZINC000019364230,O=C(O)COCCN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1
ZINC000019418959,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
ZINC000019594594,CCCCOc1ccc(OCCCN2CCOCC2)cc1
ZINC000014210642,CCOc1nc2cccc(C(=O)OCc3oc(=O)oc3C)c2n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1
ZINC000001530706,CCC(=O)C(C[C@@H](C)N(C)C)(c1ccccc1)c1ccccc1
ZINC000001530710,CN1C(=O)OC(C)(C)C1=O
ZINC000001530713,CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)[nH]c(N)nc21
ZINC000001530716,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC
ZINC000001481815,O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1
ZINC000001481833,c1cnc2cc3c(cc2n1)[C@H]1CNC[C@@H]3C1
ZINC000001481910,CN[C@@H](C)CC1CCCCC1
ZINC000001481956,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCC[C@H]2O
ZINC000001536779,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1
ZINC000001530814,CCCCN1CCCC[C@@H]1C(=O)Nc1c(C)cccc1C
ZINC000001530817,CCCN[C@H](C)C(=O)Nc1ccccc1C
ZINC000000001145,Cc1cc(C2CCCCC2)n(O)c(=O)c1
ZINC000000389149,CC(=O)Oc1c(C)cc(OC[C@@H](O)CNC(C)C)c(C)c1C
ZINC000001530736,CN/C(=C\[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1
ZINC000001530760,CCCNC[C@@H](O)COc1ccccc1C(=O)CCc1ccccc1
ZINC000001530912,CCOCCn1c(N2CCCN(C)CC2)nc2ccccc21
ZINC000001530621,CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21
ZINC000000006157,NC1=NC[C@@H]2c3ccccc3Cc3ccccc3N12
ZINC000000006427,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21
ZINC000000007295,CC(=O)O[C@H]1Cc2ccccc2N(C(N)=O)c2ccccc21
ZINC000000007673,COC[C@@H](NC(C)=O)C(=O)NCc1ccccc1
ZINC000001533877,CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O
ZINC000003831128,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C
ZINC000003920657,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C
ZINC000003938695,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC
ZINC000008214619,CCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C
ZINC000084758235,Cc1ccn(-c2cc(Cl)ccc2[C@@H](Oc2cc(-c3ccc(C[C@H](N)C(=O)O)cc3)nc(N)n2)C(F)(F)F)n1
ZINC000000119434,O=C1C[C@@H]2OCC=C3CN4CC[C@]56c7ccccc7N1[C@H]5[C@H]2[C@H]3C[C@H]46
ZINC000150338703,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(OC)cc2)NC(=O)CCCSC[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O
ZINC000000001944,NCc1cccnc1
ZINC000004534090,CC(=O)N[C@@H](CC(=O)N[C@H](CCC(=O)O)C(=O)O)C(=O)O
ZINC000003803652,O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O
ZINC000003812865,O=C(O)c1cc(/N=N/c2ccc(O)c(C(=O)O)c2)ccc1O
ZINC000003812974,CC(C)(C)NC[C@@H](O)COc1cccc2c1C[C@H](O)[C@H](O)C2
ZINC000004097476,CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I
ZINC000004099200,COc1ccnc(C[S@](=O)c2nc3ccc(OC(F)F)cc3[nH]2)c1OC
ZINC000000538065,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1
ZINC000000538312,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2
ZINC000000020253,NS(=O)(=O)c1cc([C@]2(O)NC(=O)c3ccccc32)ccc1Cl
ZINC000000020221,COc1ccc2cc(CCC(C)=O)ccc2c1
ZINC000004393164,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC
ZINC000000537752,CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21
ZINC000000537928,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1
ZINC000000537957,Cc1cc(C)c(NC(=O)CN(CC(=O)O)CC(=O)O)c(C)c1Br
ZINC000000538621,CCCc1nc(C(C)(C)O)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1
ZINC000000001267,COC(=O)[C@H](c1ccccc1)[C@@H]1CCCCN1
ZINC000000001331,CN(C)CC/C=C1\c2ccccc2COc2ccccc21
ZINC000000001370,Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2
ZINC000000597556,CN(C)C(=O)Oc1cc(OC(=O)N(C)C)cc([C@@H](O)CNC(C)(C)C)c1
ZINC000000598390,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nc(=O)o[nH]2)cc1
ZINC000000599598,CCCN(CCC)C(=O)Cc1c(-c2ccc(Cl)cc2)nc2ccc(Cl)cn12
ZINC000001678159,O=C(O)c1ccccc1OP(=O)(O)O
ZINC000001655706,Cc1cc(N)c2ccccc2[n+]1CCCCCCCCCC[n+]1c(C)cc(N)c2ccccc21
ZINC000053151228,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1
ZINC000003872602,Fc1ccc([C@@](c2ccccc2)(c2ccccc2F)n2ccnc2)cc1
ZINC000005178939,OC[C@H](O)[C@H]1O[C@@H]2O[C@H](C(Cl)(Cl)Cl)O[C@@H]2[C@H]1O
ZINC000008143541,CN[C@H](C)[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H]2O)O1
ZINC000008143614,C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)[C@H](O)[C@H](O)[C@H]1O
ZINC000049852136,CC(C)[C@H]1C(=O)O[C@H](C(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)O[C@H](C(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)O[C@H](C(C)C)C(=O)N1C
ZINC000253684767,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)C=C(C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)C=CC=CC=C1C
ZINC000053255716,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O)[C@H]2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)[C@H](N)[C@@H](O)[C@@H]1O
ZINC000003881613,C[C@]12CC[C@@H]3[C@H]4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)CCc1ccccc1
ZINC000003977898,CC[C@H]1CN2CC[C@@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12
ZINC000004329335,OC[C@H]1O[C@@H](O)[C@H](F)[C@@H](O)[C@@H]1O
ZINC000013759798,CCCN[C@@H]1CCc2c(O)cccc2C1
ZINC000026007998,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)c[n+]1[O-]
ZINC000004626719,CCC(=O)O[C@@]1(c2ccccc2)CCN(C)C[C@H]1C
ZINC000004626727,CCC(=O)O[C@]1(c2ccccc2)CCN(C)C[C@H]1C
ZINC000005127789,O=c1[nH]cnc2c1ncn2[C@H]1O[C@H](CO)[C@@H](O)[C@H]1O
ZINC000005197214,CC(=O)Nc1ccc(SC[C@H](N)C(=O)O)cc1
ZINC000018130447,CN1[C@H]2CC[C@@H]1CC(OC(=O)c1c[nH]c3ccccc13)C2
ZINC000034187835,O=c1ccn([C@H]2O[C@@H](CO)[C@@H](O)C2(F)F)c(=O)[nH]1
ZINC000001891034,COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1
ZINC000000001683,[O-][n+]1cccc(CO)c1
ZINC000000001612,CCN[C@H](C)Cc1cccc(C(F)(F)F)c1
ZINC000001532640,OC[C@H](O)[C@H](O)[C@H](O)[C@@H](O)CO
ZINC000000002748,CC[C@@]1(C2=NCCN2)Cc2ccccc2O1
ZINC000001536077,NC(=O)CN1C[C@H](O)CC1=O
ZINC000001536931,COc1ccccc1OCCNC[C@@H](O)c1ccc(C)c(S(N)(=O)=O)c1
ZINC000085537026,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O
ZINC000000007782,NC(=O)c1cn(Cc2c(F)cccc2F)nn1
ZINC000000013156,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1
ZINC000000538627,COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(C)n1)C(=O)O
ZINC000000538658,Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCC[C@@H](O)c3cc(Cl)ccc32)c(C)c1
ZINC000000001464,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2
ZINC000060183170,NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O
ZINC000085432549,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1
ZINC000000601254,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N[C@H]1C
ZINC000000601281,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1
ZINC000000601283,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1
ZINC000006716957,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1
ZINC000004475353,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc([S@](C)=O)cc1
ZINC000004618208,COCCCOc1ccnc(C[S@@](=O)c2nc3ccccc3[nH]2)c1C
ZINC000004640636,CCCc1cc(=O)[nH]c(=S)[nH]1
ZINC000004655029,COc1nc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2ccccc12
ZINC000002525885,CN(C)C[C@@H](c1ccc(O)cc1)C1(O)CCCCC1
ZINC000004676424,COc1ccnc(C[S@@](=O)c2nc3ccc(OC(F)F)cc3[nH]2)c1OC
ZINC000001530718,COCCc1ccc(OC[C@H](O)CNC(C)C)cc1
ZINC000001530973,Clc1ccc(CC[C@@H](Cn2ccnc2)Sc2c(Cl)cccc2Cl)cc1
ZINC000001530947,O=C1CC[C@H](N2C(=O)c3ccccc3C2=O)C(=O)N1
ZINC000001530775,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1
ZINC000001530975,CN(Cc1ccc(C(C)(C)C)cc1)Cc1cccc2ccccc12
ZINC000001530977,CN(C/C=C/c1ccccc1)Cc1cccc2ccccc12
ZINC000001530950,CCC[C@@](C)(COC(N)=O)COC(=O)NC(C)C
ZINC000001530759,CCCNC[C@H](O)COc1ccccc1C(=O)CCc1ccccc1
ZINC000001530764,CNCCCC1c2ccccc2C=Cc2ccccc21
ZINC000001530811,CCCCNc1ccc(C(=O)OCCN(C)C)cc1
ZINC000001530641,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1
ZINC000004097309,CCC(=O)O[C@H](O[P@@](=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)O)C(C)C
ZINC000004097310,CCC(=O)O[C@H](O[P@](=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)O)C(C)C
ZINC000002019953,CCCN[C@@H](C)C(=O)Nc1c(C)csc1C(=O)OC
ZINC000085537053,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@@H]12)C3(C)C
ZINC000085536932,CO[C@H]1C[C@H]2OC[C@@]2(OC(C)=O)[C@H]2[C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C(C)=C([C@@H](OC)C(=O)[C@]12C)C3(C)C
ZINC000000156792,CCCC(=O)Nc1ccc(OC[C@@H](O)CNC(C)C)c(C(C)=O)c1
ZINC000085534098,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O
ZINC000085537014,CC(C)c1nc(CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1
ZINC000000607790,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@H](NC(C)=O)CC2
ZINC000002522648,COC(=O)[C@@H](c1ccccc1)[C@@H]1CCCCN1
ZINC000002522669,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1
ZINC000002510358,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1
ZINC000001530613,CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1
ZINC000000155531,CN(C)CCOC(=O)[C@@H](c1ccccc1)C1(O)CCCC1
ZINC000001530601,CCN(CC)CCOc1ccc(/C(=C(/Cl)c2ccccc2)c2ccccc2)cc1
ZINC000001530812,CCCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C
ZINC000001530939,CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1
ZINC000001529425,NCCCCCC(=O)O
ZINC000001530618,CC(C)N(CC[C@](C(N)=O)(c1ccccc1)c1ccccn1)C(C)C
ZINC000001531009,O=P(O)(O)C(O)(Cc1cccnc1)P(=O)(O)O
ZINC000001530571,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1
ZINC000002019954,CCCN[C@H](C)C(=O)Nc1c(C)csc1C(=O)OC
ZINC000000002273,CC(C)NC[C@H](O)c1cc(O)cc(O)c1
ZINC000000002647,CC(C)Cc1ccc([C@H](C)C(=O)O)cc1
ZINC000004097404,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CCCCC1
ZINC000000538550,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1
ZINC000002032615,CC1(C)[C@@H](C(=O)OCc2cccc(Oc3ccccc3)c2)[C@@H]1C=C(Cl)Cl
ZINC000000000096,CN(C)CC[C@@H](c1ccc(Br)cc1)c1ccccn1
ZINC000000004321,NS(=O)(=O)Cc1noc2ccccc12
ZINC000004175630,Oc1nc2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1
ZINC000004213946,O[C@@H](CNC[C@@H](O)[C@@H]1CCc2cc(F)ccc2O1)[C@@H]1CCc2cc(F)ccc2O1
ZINC000000538273,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23
ZINC000004097392,FC(F)O[C@H](F)C(F)(F)F
ZINC000004097343,CC[C@@H](C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@H]5CO[C@](Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O
ZINC000004097225,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12
ZINC000004097426,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
ZINC000003860453,O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21
ZINC000003875259,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)[C@H](C(=O)O)C(C)C
ZINC000003875980,CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12
ZINC000003918138,CC(=O)N[C@@H]1[C@@H](NC(=N)N)C=C(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO
ZINC000000402954,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5
ZINC000001895505,Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12
ZINC000003775644,Nc1ccc2cc3ccc(N)cc3nc2c1
ZINC000003782807,CCCc1c2oc(C(=O)O)cc(=O)c2cc2c(=O)cc(C(=O)O)n(CC)c12
ZINC000003798064,Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1
ZINC000003800475,CCCCC[C@H](O)CC[C@@H]1[C@H]2Cc3cccc(OCC(=O)O)c3C[C@H]2C[C@H]1O
ZINC000003808779,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12
ZINC000003812913,CCCC[C@](C)(O)C/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC
ZINC000000508068,CN(C)CC[C@H](c1ccccc1)c1ccccn1
ZINC000000491073,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2
ZINC000001996117,NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1
ZINC000001996784,Nc1nc(CC(=O)Nc2ccc(CCNC[C@H](O)c3ccccc3)cc2)cs1
ZINC000001997125,Nc1cccc2c1C(=O)N([C@@H]1CCC(=O)NC1=O)C2=O
ZINC000001997127,Nc1cccc2c1CN([C@H]1CCC(=O)NC1=O)C2=O
ZINC000000057533,CCN(Cc1ccncc1)C(=O)[C@H](CO)c1ccccc1
ZINC000000056646,CC(C)NC[C@@H](O)COc1cccc2[nH]ccc12
ZINC000000057206,C[C@@H](NC(C)(C)C)C(=O)c1cccc(Cl)c1
ZINC000000057278,C[C@@H](CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1
ZINC000003986735,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1
ZINC000004099009,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](c6cccs6)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O
ZINC000004214700,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCC[C@@H]2O
ZINC000000527386,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1
ZINC000003981610,CCC(CC)[C@H](NC(C)=O)[C@@H]1[C@H](O)[C@@H](C(=O)O)C[C@H]1NC(=N)N
ZINC000000895040,OC[C@@H]1O[C@@](O)(CO)[C@H](O)[C@H]1O
ZINC000003843198,CC(=O)OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O
ZINC000000402909,C[C@@H](C(=O)O)c1cccc(Oc2ccccc2)c1
ZINC000000113426,c1ccc2c(c1)CCC[C@H]2C1=NCCN1
ZINC000003831138,CCCC[C@@](C)(O)C/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC
ZINC000003831430,C[C@@H](N)C12CC3CC(CC(C3)C1)C2
ZINC000003831531,Cc1ccsc1C(=CCCN1CCC[C@@H](C(=O)O)C1)c1sccc1C
ZINC000003830986,Cc1c(OCC(F)(F)F)ccnc1C[S@](=O)c1nc2ccccc2[nH]1
ZINC000000057532,CCN(Cc1ccncc1)C(=O)[C@@H](CO)c1ccccc1
ZINC000038197764,COc1c(N2CCN[C@@H](C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12
ZINC000006021033,C[C@H](N)Cc1ccccc1
ZINC000006036847,C[C@@H](N)Cc1ccccc1
ZINC000006382803,Nc1nc2nc[nH]c2c(=S)[nH]1
ZINC000000000053,CC(=O)Oc1ccccc1C(=O)O
ZINC000000643114,C[C@@H]1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1
ZINC000000643138,CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1
ZINC000000002281,CC(C)(C)NC[C@@H](O)c1cc(O)cc(O)c1
ZINC000005162311,NC(=O)Cc1cccc(C(=O)c2ccccc2)c1N
ZINC000150339323,CC(=O)N(C[C@H](O)CO)c1c(I)c(C(=O)NC[C@@H](O)CO)c(I)c(C(=O)NC[C@@H](O)CO)c1I
ZINC000000001735,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-]
ZINC000001552908,CC(C)C(=O)Oc1ccc(CO)cc1[C@H](CCN(C(C)C)C(C)C)c1ccccc1
ZINC000000000922,Nc1ccc(C(=O)O)c(O)c1
ZINC000000009073,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3
ZINC000150338698,NCCC[C@H](N)CC(=O)NC[C@@H]1NC(=O)[C@H](CO)NC(=O)[C@@H](N)CNC(=O)[C@H]([C@H]2CCN=C(N)N2)NC(=O)/C(=C\NC(N)=O)NC1=O
ZINC000150338819,COC(=O)N[C@H](C(=O)N1CC2(CC2)C[C@H]1c1ncc(-c2ccc3c(c2)C(F)(F)c2cc(-c4ccc5nc([C@@H]6[C@H]7CC[C@H](C7)N6C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]c5c4)ccc2-3)[nH]1)C(C)C
ZINC000001482113,N[C@@H](CCC(=O)O)C(=O)O
ZINC000001531036,O=C(O)CCCCCCCC(=O)O
ZINC000000895081,O=C(O)CC(O)(CC(=O)O)C(=O)O
ZINC000000895199,N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O
ZINC000000001554,O=C(O)c1ccccc1O
ZINC000000002055,NC(=O)c1ccccc1O
ZINC000000002159,Cc1cn([C@@H]2C[C@@H](O)[C@H](CO)O2)c(=O)[nH]c1=O
ZINC000000020244,CN(C)CCOC(c1ccccc1)c1ccccc1
ZINC000000056652,CC(C)NC[C@H](O)c1ccc(O)c(O)c1
ZINC000000056653,CC(C)NC[C@@H](O)c1ccc(O)c(O)c1
ZINC000000113355,CNC[C@H](O)c1cccc(O)c1
ZINC000000391812,CN1CCC[C@H]1c1cccnc1
ZINC000000895302,OCc1ccccc1
ZINC000000901061,O=C(O)[C@H](O)[C@@H](O)CO
ZINC000004228258,C[C@@H](O)[C@@H](O)[C@@H]1CNc2[nH]c(N)nc(=O)c2N1
ZINC000005133378,Oc1ccc(O)cc1
ZINC000000033882,NCCc1ccc(O)c(O)c1
ZINC000000057522,Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1
ZINC000000056427,C/C=C/C(=O)N(CC)c1ccccc1C
ZINC000000057254,CN(C)CC[C@](O)(c1ccccc1)c1ccccc1Cl
ZINC000001886617,CC(C)n1c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21
ZINC000000057340,COc1ccccc1OC[C@H](O)COC(N)=O
ZINC000000057464,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1
ZINC000000896463,CC(C)(C)NC[C@H](O)COc1cccc2c1CCC(=O)N2
ZINC000000896543,O=C(NC[C@H]1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F
ZINC000000896557,CN1[C@H]2CCC[C@H]1CC(NC(=O)c1nn(C)c3ccccc13)C2
ZINC000000896634,CN1C(=O)[C@@H](O)N=C(c2ccccc2)c2cc(Cl)ccc21
ZINC000000896711,COC(=O)[C@H](c1ccccc1)[C@H]1CCCCN1
ZINC000000896819,CC(C)NC[C@H](O)c1ccc(NS(C)(=O)=O)cc1
ZINC000000897002,CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C
ZINC000001530579,COc1ccccc1OCCNC[C@H](O)COc1cccc2[nH]c3ccccc3c12
ZINC000001530580,COc1ccccc1OCCNC[C@@H](O)COc1cccc2[nH]c3ccccc3c12
ZINC000164760756,COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@@H]5/C=C\CCCCN(C)C(=O)[C@@H]4C3)cc(-c3nc(C(C)C)cs3)nc2c1C
ZINC000003873371,Clc1ccc(CS[C@@H](Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1
ZINC000004097344,CC[C@H](C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@H]5CO[C@](Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O
ZINC000006627681,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC
