smiles,Is Drug
Cc1cc(C)c(C(=O)OCc2cccc([N+](=O)[O-])c2C)o1,0
C[C@@H]1CCC[C@H](C)N1C(=O)CSc1nc2ccccc2[nH]1,0
COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314,1
O=c1[nH]c2cc(Cl)ccc2o1,1
C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,1
C[C@@]1(CNc2sccc2[N+](=O)[O-])CCO[C@@H]1C1CC1,0
O=C1N=C(O)[C@@H](F)CN1,1
COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,1
CC1NC(C#N)(C#N)C(CCC#N)CCC1=O,0
NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(O[C@@H]3O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]3O)cc2)cc1,1
NCC(=O)N[C@H]1[C@@H]2COC[C@H]1CN(C(=O)c1nc[nH]c1[N+](=O)[O-])C2,0
NCC/C=C1\c2ccccc2C[C@H](O)c2ccccc21,1
CCN1CC(O)C(O)(C(O)C(C)O)C(CN)C1,0
CC(=O)C[C@@H](c1ccc(O)cc1)c1c(O)oc2ccccc2c1=O,1
Nc1nc(Cl)cc(N[C@H](c2ccc3c(c2)OCCO3)C2CC2)n1,0
CC(C)NCC(O)COc1cccc2ccccc12,1
C[C@H](Oc1ccccc1F)C(=O)NC1CCC(F)(F)CC1,0
C[C@H](O)COC[C@@H]1O[C@@H](OC[C@H](C)O)[C@H](OC[C@H](C)O)[C@H](OC[C@H](C)O)[C@@H]1O[C@H]1O[C@@H](COC[C@@H](C)O)[C@H](OC[C@@H](C)O)[C@@H](OC[C@H](C)O)[C@@H]1OC[C@H](C)O,1
O=C1c2c(O)cccc2[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2cc(CO)cc(O)c21,1
Cc1ccc(C)c(NC(=O)[C@H]2CC(=O)N(Cc3ccccc3)C2)c1,0
C[C@]12CC[C@@H](O[C@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,1
CC[C@H](CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1,1
CO[C@H]1[C@H](OC(N)=O)[C@@H](O)[C@@H](Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C,1
CC[C@H](C)C(C)(COC(N)=O)COC(N)=O,1
CCOc1ccc(NC(=O)CN(C)Cc2ccc(F)cc2)cc1,0
COc1ccc2c3c1O[C@H]1[C@@H](O[C@@H]4O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]4O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341,1
CCC1=Cc2cc3cnnn3c2=CCC1N,0
C[N+]1(C)[C@@H]2C[C@H](OC(=O)C(O)(c3cccs3)c3cccs3)C[C@H]1[C@H]1O[C@H]12,1
CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,1
CCc1c(C)c(C)c2n[nH]c(OC=N)c(Br)c1-2,0
O=C(COc1ccccc1O)Nc1ccccc1NCC(F)(F)F,0
COC(=O)Nc1nc2cc(C(=O)c3ccccc3)ccc2[nH]1,1
Cc1ccc2c(c1)CN(c1ncc(C)cc1[N+](=O)[O-])CC2,0
CCC[C@H](C(=O)O)C(=O)CC,1
CC1CC2COC(=O)C3C2C2=C1CC1C2N13,0
CCc1cccc(NC(=O)N2CCC(C(=O)NC(C)C)CC2)c1,0
C[C@@H]1CCc2c(N3CCC(O)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,1
O=C(O)c1ccc([N+](=O)[O-])c(Sc2cccc(O)c2)c1,0
CC1C(=N)NC(=N)C(O)(C#N)C(=O)C1C(N)=O,0
C[N+](C)(C)CCO[P@@](=O)(O)O[P@@](=O)(O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O,1
COC(=O)c1ccc(CNC(=O)c2c(F)cccc2Cl)cc1,0
CCCC1=C(C)C2C34COC1C23N=C(N)N4,0
CN(c1ccc([N+](=O)[O-])c(OC(F)F)c1)C1CCC1,0
Cc1cc(CN[C@H](C)CCc2ccccc2[N+](=O)[O-])no1,0
Cc1nc2c(s1)C(CO)OCC(O)C(C)N2,0
CC1OC(=O)C2(C)CC(=O)CC3(C=C12)CN3,0
C[C@@H](N[C@@H]1CCOC2(CCC2)C1)c1ccc2c(c1)CCC(=O)N2,0
Nc1ccc(NCCc2ccc3[nH]ccc3c2)c([N+](=O)[O-])c1,0
CC(C)NC[C@H](O)COc1ccc(CC(N)=O)cc1,1
CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1
Cc1ccsc1C(=CCCN1CCC[C@@H](C(=O)O)C1)c1sccc1C,1
Cc1ccc(CNC(=O)c2noc(-c3ccc(F)cc3)n2)cc1,0
c1ccc2c(c1)CCC[C@@H]2C1=NCCN1,1
CN(Cc1cc(=O)[nH]c2ccccc12)C(=O)Nc1ccccc1F,0
Cc1ccc(N2CCC[C@H](NC(=O)c3occ4c3CCC4)C2=O)cc1,0
C[C@H](Cc1ccccc1)N(C)Cc1ccccc1,1
CCOC1C(C)C1(CCN(C)CC)OC,0
Brc1cccc(Cc2noc([C@@H]3C[C@H]4CC[C@H]3O4)n2)c1,0
CC1(C(N)C(N)=O)C(N)CCCCCC1CN,0
FC(F)OC(F)(F)C(F)Cl,1
CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@H]2c3cccc4[nH]cc(c34)C[C@H]21,1
CCNC1C(=O)OC2(COc3nnsc32)C1C,0
COC[C@@H](O)CN(C(C)=O)c1c(I)c(C(=O)NC[C@H](O)CO)c(I)c(C(=O)NC[C@H](O)CO)c1I,1
CC[C@@H](NC(=O)N[C@H](C)Cn1ccnc1)c1cc(F)ccc1F,0
CC#CC(=O)N1CCC[C@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12,1
O=C([O-])c1ccccc1.[Na+],1
C[C@H]([C@H](O)c1ccccc1)N(C)C,1
C#CCOC(C)C(C)N1CCNC(C)(C#N)C1,0
C[N+](C)(C)CCO.[Cl-],1
CC(CNCC(C#N)C(C)(N)CO)C(N)CO,0
C/C=C\C/C=C\CCC(=O)[C@H]1O[C@H]1C(N)=O,1
CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,1
Cc1cc(N([C@@H]2O[C@H](C(=O)O)[C@H](O)[C@H](O)[C@H]2O)S(=O)(=O)c2ccc(N)cc2)no1,1
O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)O)CC(=O)O.[Na+].[Na+],1
CC(=N)N1CCNc2[nH]cc(c2O)OC(=N)C1,0
C#CC(=NC1CC1(O)C#N)N(C=N)C(C)=N,0
CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,1
C[C@@H](C(=O)O)c1ccc(C(=O)c2cccs2)cc1,1
CC(C)(O)CC(=O)NCc1csc(Cc2ccc(Cl)cc2)n1,0
CC1CC(CN)=CC2CC3C4C=CC12N43,0
N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]1O,1
CC(CN=C(N)CO)C(O)C(O)C(C)(N)CN,0
C#CC12C(CS1(=O)=O)C(CC)(CO)CN2C,0
C[C@@H](CCc1ccccc1)NC[C@H](O)c1ccc(O)c(C(N)=O)c1,1
CC[N+](C)(CC)CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,1
COc1cc2[nH]c(C)c(CCN3CCN(c4ccccc4)CC3)c2cc1OC,1
CCC(C)C1(CO)CN(C)CC(N)CC1C,0
COc1ccc(OC)c(C(O)CNC(=O)CN)c1,1
C[C@H]1CCN(c2ccc(F)cc2[N+](=O)[O-])CCS1,0
O=C(O)c1ccccc1Oc1ccc(I)cn1,0
CCC(C)(C#N)C1(C(F)(F)F)COC(=N)C1N,0
CN1CC[C@]23c4c5ccc(O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]6O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,1
CCNC1C(=NC)OC(=O)C1c1[nH]ncc1N,0
CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@@H](Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C,1
COc1cccc(C[C@@H](C)NC(=O)C(=O)Nc2cccc(Cl)c2)c1,0
C[C@]12CC[C@H](O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@@H](O)[C@@H]3O)C[C@H]1CC[C@@H]1[C@@H]2C(=O)C[C@]2(C)C(=O)CC[C@@H]12,1
CNC[C@@H]1CCCC[C@]1(O)c1cccc(OC)c1,1
CC[C@@H](C)[C@H](C)NCCc1ccccc1[N+](=O)[O-],0
O=C(O)Cc1ccc(O)cc1,1
CN1[C@H]2CC[C@H]1CC(OC(=O)c1c[nH]c3ccccc13)C2,1
COc1ccc(C[C@H]2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3[C@@H]2Cc2ccc(OC)c(OC)c2)cc1OC,1
CCC(C)(C#N)CC1N=COC1C(C)(C)C#N,0
CC1CCN=C(N)C2NCCCC12CCC=O,0
C#CC1(C)CC2C(C=O)CCC1C(C)(C)C2O,0
CO[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(C)=O)[C@@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C1C2(C)C,1
CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,1
C[C@@H]1C[C@H]1C(=O)OCC(=O)N[C@@H](c1ccccc1)c1cccs1,0
C[C@@H]1O[C@@H](Cc2ccccc2)O[C@@H]1C,1
Cc1cc(C(=O)N2CCC(Nc3cccnn3)CC2)c(C)n1C(C)C,0
C#CC1C(C)OCC1(O)CC1CCOC1(C)C,0
CC(OC1C(=O)C2(O)CCC1NC2)C(O)C=O,0
C[N+](C)(CCCCCC[N+](C)(C)C1c2ccccc2-c2ccccc21)C1c2ccccc2-c2ccccc21,1
C[C@H](NC(=O)COc1ccc(CC(=O)O)cc1)c1ccc(Cl)cc1,0
CC(C)N(CC[C@H](c1ccccc1)c1cc(CO)ccc1O)C(C)C,1
Cc1c(N)cc(N)n1-c1ncc(C(O)CO)[nH]1,0
N[C@@H](CSSC[C@H](N)C(=O)O)C(=O)O,1
O=C(C1CC1)[C@H](c1ccccc1F)N1CCc2sc(O)cc2C1,1
CC1CC(C)(N)C(C)(N)CCC1CC(O)CN,0
CCC1C(OC)=NC2(C)CC(=O)C1C2=O,0
C#CC1C2=CC(C)C3C2C2C1C=CC32CO,0
CC(=O)N[C@@H]1CC[C@@H]2Nc3c(O)cc(C(N)=O)cc3[C@H]2C1,1
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C,1
Cc1ccc(C(=O)NCCn2nc(C)c(Br)c2C)cc1,0
CCCCN1CCC(NC(=O)[C@@H](C)Oc2ccccc2Cl)CC1,0
Clc1cnccc1N1CC(N2CCc3sccc3C2)C1,0
CN1CCCN=C1COC(=O)[C@@](O)(c1ccccc1)C1CCCCC1,1
Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nc(-c2cccnc2)cs1,1
O=C1[C@H](CC[C@H](O)c2ccc(F)cc2)[C@@H](c2ccc(O)cc2)N1c1ccc(F)cc1,1
CC(C)C1=CCCC2COCC(C#N)C12O,0
CCCNC1CCC2(C)OC(=N)CC1(O)C2N,0
C#CC(C)C12CCN=CNC(=N1)CC2C,0
CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1,1
CC12C3C(C(=O)O)=CC1N2C(=O)C3NC=N,0
CCCC[C@@H](CC)COc1ccc(-c2nc(-c3ccc(OC)cc3)nc(-c3ccc(OC[C@H](CC)CCCC)cc3O)n2)c(O)c1,1
CCC(CC)C1COC2OCC3C(C)C23O1,0
COc1ccc(CN2CCN(C[C@H]3C[C@@H]4C=C[C@@H]3C4)CC2)c(OC)c1,0
C[N@+]1(CC2CC2)CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,1
CN1CC2CCCOC(CC2)OCCC1C=O,0
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,1
Cc1cc(N(Cc2c(F)cccc2Cl)C2CC2)n2ncnc2n1,0
CCN(CC)CCn1cnc2c1c(=O)n(C)c(=O)n2C,1
CC1N2CCC(Nc3c[nH]c(=N)[nH]3)C1(C)CC2,0
COc1ccc2c(c1)c(CCNC(C)=O)cn2[C@@H]1O[C@H](C(=O)O)[C@H](O)[C@H](O)[C@@H]1O,1
OO,1
CC(C#N)C1=CC=CCOC1C1CNC1,0
Cc1cccc(C)c1N,1
CCC[C@@H](CNCc1cc(Cl)ccc1[N+](=O)[O-])OC,0
CC1(CO)NC2CC(N)C(N)C2c2ncsc21,0
C#CC1N=CN2CC(CCC)(N=CN)C(N)C12,0
C[C@@H]1CCN(C(=O)[C@H](CCCNC(=N)N)NS(=O)(=O)c2cccc3c2NC[C@H](C)C3)[C@@H](C(=O)O)C1,1
O=C1[C@@H]2[C@H]3CC[C@H](C3)[C@@H]2C(=O)N1C[C@@H]1CCCC[C@H]1CN1CCN(c2nsc3ccccc23)CC1,1
O=C1/C(=C/c2ccc(Cl)cc2)N=C(S)N1Cc1cccnc1,0
C#Cc1cc(C(C)=O)cccc(C)c(C)cn1,0
CN1CCC(CN2c3ccccc3Sc3ccccc32)C1,1
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,1
Cc1c(Cc2c(Cl)cccc2Cl)c(=O)ccn1-c1nc[nH]n1,0
CCC1C(=O)C2c3n[nH]cc3CC1(C)C2O,0
Cc1ccccc1OCC(=O)Nc1nnc(C(C)(C)C)s1,0
CCCN1C[C@@H](NS(=O)(=O)N(CC)CC)C[C@@H]2Cc3c(O)cccc3C[C@H]21,1
CC(C)CC1(C(=O)NCc2nnc(S)n2C2CC2)CCCC1,0
O=C(NC[C@H]1CCCCN1)c1cc(O)ccc1OCC(F)(F)F,1
CN1C(=N)C2(N)CCC1C2(N)C1CCCC1O,0
O=C([C@@H]1C[C@H](N2CCN(c3ncccn3)CC2)CN1)N1CCC(F)(F)C1,1
CCOC(=O)O[C@@H](C)OC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1(C)C,1
C[C@@H]1C[C@H](OC(=O)[C@H](O)c2ccccc2)CC(C)(C)C1,1
Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1,1
CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,1
Cc1nnc(S[C@H](C)C(=O)N(C)Cc2cccc(F)c2)n1C1CC1,0
NCCNCCNCCN,1
C[C@@H](c1cccnc1)N(C)C[C@@H](c1cccs1)N1CCOCC1,0
N[C@@H](Cc1c[nH]c2ccc(O)cc12)C(=O)O,1
CCOCC(=O)N(C)C1CCN(c2ccccc2C(F)(F)F)CC1,0
NC(=O)C[S@@](=O)C(c1ccccc1)c1ccccc1,1
O=C1NC(=O)[C@@](C2=C[C@H](O)[C@@H](O)C=C2)(c2ccccc2)N1,1
NC12CC3CC(CC(C3)C1)C2,1
CSCCNc1nc(SCCC(F)(F)F)nc2c1ncn2[C@@H]1O[C@H](CO[P@@](=O)(O)O[P@](=O)(O)C(Cl)(Cl)P(=O)(O)O)[C@@H](O)[C@H]1O,1
CC(=O)Oc1ccccc1C(=O)O,1
CC(C)C[C@@H](NC(=O)c1ccncc1)c1nc2ccccc2[nH]1,0
CC(=O)NS(=O)(=O)Cc1noc2ccccc12,1
CC(C)[C@@H]1OC(=O)[C@H](C(C)C)N(C)C(=O)[C@H](C(C)C)OC(=O)[C@H](C(C)C)N(C)C(=O)[C@@H](C(C)C)OC(=O)[C@H](C(C)C)N(C)C1=O,1
CC1(N)CNC2CC3CN(CCOC3=N)C21C,0
Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](CO)OC4=O)cc3F)cn2)n1,1
CC1NCC(=O)COC2OC3CC3C2S1(=O)=O,0
O=C(C[S@@](=O)c1ccc(F)c(F)c1)NC1(c2ccccc2)CCC1,0
CCN(C(=O)COC(=O)c1[nH]c(C)c(C(C)=O)c1C)C1CCCCC1,0
O=S(=O)(O)CCS,1
CC(=O)CC1(C)CC2COCC(C)CCC2N1,0
C[C@H]1CC[C@H](Nc2ncc([N+](=O)[O-])cc2Cl)C1,0
COc1ccccc1N[C@@H](C)C(=O)N1CCc2ccccc2C1,0
CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,1
CN(C)CC/C=C1\c2ccccc2CSc2ccccc21,1
Cc1cc(C(=O)Nc2ccnn2Cc2ccc(Cl)c(F)c2)on1,0
CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,1
Cc1ccc(S(=O)(=O)NC(=O)NN2C[C@@H]3CC(O)C[C@H]3C2)cc1,1
C[C@@H]1CCC[C@H](C)N1CCC[C@](O)(c1ccccc1)c1ccccn1,1
C[C@@H](N)Cc1ccc(O)cc1,1
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1C(=O)N(C)C[C@H]1C(=O)O,1
C=C1c2ccccc2C(=O)N1CC(=O)N1c2ccccc2C[C@@H]1C,0
CCCC[C@@H](CC)COC(=O)/C=C\c1ccc(OC)cc1,1
C[C@@H](O[C@H]1OCCN(Cc2n[nH]c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,1
CCSc1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2,1
CC[C@H](N[C@H]1CCN(CC(F)(F)F)C1=O)c1ccccc1F,0
CN1CC[C@H](CN2c3ccccc3Sc3ccccc32)C1,1
CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@H]1CCC(C)=C[C@@H]21,1
CCn1c(C)nnc1SCCOc1ccc2c(C)cc(=O)oc2c1,0
CC[C@H](c1ccc(Br)cc1)N(C)CCn1cnnc1,0
CC(NC=O)C1C2C(CO)c3[nH]ncc3N12,0
OC[C@H](O)CN1CCN(c2ccccc2)CC1,1
COc1ccc(CC[C@H](C)NC[C@H](O)c2ccc(C)o2)cc1,0
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)OC1OC(=O)c2ccccc21,1
CC[C@@H]1C[C@H](C)CN1C(=O)Nc1cccc([N+](=O)[O-])c1,0
CCc1oc2ccccc2c1C(=O)c1cc(I)c(O)c(I)c1,1
CCC(=O)C1=CCC2CC1(C)C=CC(C)O2,0
Cc1ccc(S(=O)(=O)NCc2ccc(Cl)cc2)cc1C,0
c1csc(-c2noc(CCCN3CCC[C@H]3Cn3cccn3)n2)c1,0
CC(C)(c1cccnc1)[C@@H](O)c1cccnc1,1
Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,1
C[C@H](c1ccccc1)[C@H]1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1,1
CC1(CNC(=N)N)CC(C=O)N(CC(=O)O)C1,0
CC1(C)CN1c1c[nH]c(S(C)(=O)=O)c(F)c1=O,0
COc1ccccc1[C@@H]1CC[C@@H](C)CN1C(=O)c1c[nH]c(C)n1,0
Cc1cc(N(C)Cc2cccc3[nH]ccc23)ncc1[N+](=O)[O-],0
CCC1=NC2CC(C)C(=O)C(C(=O)N1)C2CC,0
C[C@H]1CNC[C@H](O)c2ccc(Cl)cc21,1
CN(CCOc1ccc(C[C@@H]2SC(=O)NC2=O)cc1)c1ncccc1O[C@@H]1O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]1O,1
CCN1CCC[C@@H]1CNC[C@H](O)COc1ccc(C(C)(C)C)cc1C,0
CC1C(C(F)(F)F)CC(O)CC1(CN)OC=O,0
O=C([O-])[O-].[Ca+2],1
COc1ccc([N+](=O)[O-])c(N2CCc3ccccc3C2)c1,0
O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O,1
C[N+]1([C@@H]2O[C@H](C(=O)O)[C@H](O)[C@@H](O)[C@H]2O)CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,1
C[C@@H](Nc1c(C(=O)O)c(=O)[nH]c2ccccc12)c1ccccc1,0
C#CC1(N)CC(C)(C)Oc2oc(C(C)N)nc21,0
N#Cc1c(N(CC(=O)O)CC(=O)O)sc(C(=O)O)c1CC(=O)O,1
COc1ccc(CCNC[C@H](O)COc2cccc(C)c2)cc1OC,1
CN(C[C@@H]1CCCO1)[C@H]1c2cc(Cl)cc(Cl)c2C[C@@H]1O,0
O=[N+]([O-])CCN[C@H](c1c(Cl)cccc1Cl)C1CC1,0
COc1cc([C@H]2c3cc4c(cc3[C@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(O)c1O,1
CC1CC(C#N)(CN)C(CO)OCC1CCO,0
CC(C#CC#N)C1=CC2CC1(C=NO)N2C,0
CN1[C@@H]2CC[C@H]1C[C@@H](OC(c1ccccc1)c1ccccc1)C2,1
CCCN(C)C1CC=CC1C(=O)NC=O,0
Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,1
c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1,1
CN1CC[C@]23c4c5ccc(O[C@@H]6O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]6O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5,1
NC(=O)C[S@](=O)C(c1ccccc1)c1ccccc1,1
Cc1cc([N+](=O)[O-])cc(Cl)c1N1CCOC2(CCC2)C1,0
COc1cccc2c1[C@H](O)c1c(O)c3c(c(O)c1[C@@H]2O)C[C@](O)(C(=O)CO)C[C@@H]3O[C@@H]1C[C@H](N)[C@@H](O)[C@H](C)O1,1
COc1cc2c(CCNC(C)=O)c[nH]c2cc1O[C@@H]1O[C@@H](C(=O)O)[C@@H](O)[C@@H](O)[C@@H]1O,1
CCC1CC(C(C)O)OCC(C)(C)NC(=N)O1,0
CC(C)c1c(C(=O)Nc2ccc(O)cc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@H](O)CC(=O)O,1
CCc1cc(CNc2ccc([N+](=O)[O-])cc2C(F)F)n[nH]1,0
Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O)c2cc1C,1
Cc1cc(N([C@@H]2O[C@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]2O)S(=O)(=O)c2ccc(N)cc2)no1,1
CCOc1ccc(CNC(=O)[C@@H]2Cc3ccccc32)cc1OC,0
CCCCC1(C)C2CCNC(=O)C(NC2)C1O,0
O=C(Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1)[C@@H]1CCc2nccc(=O)n21,1
CC(=O)NCCC[C@@H](NC(C)=O)C(=O)O,1
CC(C)N(CC(N)=O)Cc1cn(-c2ccccc2)nc1-c1ccccc1,0
CC(C#N)c1sc(=O)sc1OCc1cocn1,0
O=C(Nc1ccc(Cl)c(Cl)c1)c1cc(Cl)cc(Cl)c1O,1
C/C(=C\c1csc(C)n1)[C@@H]1C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)N1,1
CCC1=CCNC2C(=C1)C1(C#N)OC1S2(=O)=O,0
Cc1cccc([C@H](C)c2cnc[nH]2)c1C,1
CC[C@H]1NC(=O)[C@@H](NC(=O)c2ncccc2O)[C@@H](C)OC(=O)[C@H](c2ccccc2)NC(=O)[C@@H]2CC(=O)[C@H](CS[C@@H]3CN4CCC3CC4)CN2C(=O)[C@H](Cc2ccc(N(C)C)cc2)N(C)C(=O)[C@@H]2CCCN2C1=O,1
C#CC(CO)(CC1(C)CN=COC1)NC(C)=N,0
C[C@H](N)CCCC(C)(C)O,1
CC1CC2c3cc[nH]c3CN2C(=N)C(C)(O)C1,0
CC[C@@]1(c2ccccc2)C(=O)NC(=O)N(C)C1=O,1
Cc1cc(N2CCN([C@@H]3CN[C@H](C(=O)N4CCSC4)C3)CC2)n(-c2ccccc2)n1,1
CC1(O)CC(CNC=N)CC(O)(CO)C1C#N,0
CCCCN(CCCC)C[C@@H](O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1,1
CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,1
O=C(NCc1ccccc1)N1CCc2c([nH]c3ccccc23)C1,0
Cc1cccc(C)c1NC(=O)CN1CCCC1=O,1
CC1CC2CC1C1CC3C4CC(O)C(N4)C3C21,0
Cc1nc(C)c2c(n1)N(Cc1ccc(-c3ccccc3-c3nnn[nH]3)cc1)C(=O)CC2,1
C#CC12CCC(CO)C(=O)C1OC(C)CN2,0
CC(C)NC1CC2CC1(O)C(O)C1=NCCN12,0
CN[C@@H](C)[C@@H](O)c1ccccc1,1
CC(C)[C@@H](C)NC(=O)c1ccc(Cl)cc1[N+](=O)[O-],0
CCC1CC2C1C1NC(C)(C2O)C1O,0
CC(C)(C)CN1C=CC(S(=O)(=O)CO)OC1=N,0
O=C(O)[C@H]1O[C@@H](O[C@H]2N=C(c3ccccc3Cl)c3cc(Cl)ccc3N=C2O)[C@H](O)[C@@H](O)[C@@H]1O,1
OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)[C@@H](O[C@H]4[C@H](O)[C@@H](O)[C@H](O)O[C@@H]4CO)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,1
CC(=O)OCOC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)Cc3ccccc3)[C@H]2SC1(C)C,1
O=C1NC(=O)[C@](C2=C[C@H](O)[C@H](O)C=C2)(c2ccccc2)N1,1
O=P(O)(O)OP(=O)(O)O,1
O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,1
CCCCCN(CCCOC)C(=O)NC[C@H](COC)C(C)C,0
CC(=O)N1CC[C@H](CN(C)Cc2ccc(F)cc2C(F)(F)F)C1,0
C#CC(CO)NCC(CC)COc1cnsc1,0
CC(C)(C)CNC(=O)c1ccc(Cl)cc1[N+](=O)[O-],0
c1cc(-c2cnc(C3CCOCC3)o2)ccc1O[C@@H]1CCOC1,0
CCC1(C2=CCCCCC2)C(=O)NC(=O)NC1=O,1
CCCC(C)Cc1cnc(O)cc1NCCO,0
